step,c
33900,0.09259278207688196
34000,0.09253156200079198
34100,0.09253272865349775
34200,0.0925946769624308
34300,0.09259829217765618
34400,0.09257519829526542
34500,0.09264627339539543
34600,0.09262900989503822
34700,0.09249728289628448
34800,0.09253886554735408
34900,0.09249991743646481
35000,0.09247539539598731
35100,0.09247811126905554
35200,0.09247469810296306
35300,0.09247449625694494
35400,0.09247929492581015
35500,0.09253058828168713
35600,0.09251688489992231
35700,0.09248215784881013
35800,0.0925118527734478
35900,0.09235228451355083
36000,0.0923256274647205
36100,0.09236052075623075
36200,0.09238963391630954
36300,0.09229793471162408
36400,0.09233787462292872
36500,0.09234549529369887
36600,0.09229905892041453
36700,0.092315934482579
36800,0.09228923444455468
36900,0.0922573079225324
37000,0.09223479451444182
37100,0.09229461708437241
37200,0.09223491316945429
37300,0.09230295273327713
37400,0.09227131815918951
37500,0.09224896225514902
37600,0.09223807133044325
37700,0.09219180673601805
37800,0.0922324671124598
37900,0.09222133371626379
38000,0.09222275718098587
38100,0.09221345070722745
38200,0.09223326115405288
38300,0.09223337067810418
38400,0.09219947627722686
38500,0.09223024021817358
38600,0.09209311040862818
38700,0.0921066885317455
38800,0.09215904544738694
38900,0.09219942155540978
39000,0.09201311541582378
39100,0.092001081384018
39200,0.09204973639395178
39300,0.09207816272287751
39400,0.09211179501467757
39500,0.09208493998271018
39600,0.09208844271605604
39700,0.09214906854677567
39800,0.09211020202251788
39900,0.09208393015323212
40000,0.09202851448460911
40100,0.09206279250220244
40200,0.09199853874620169
40300,0.09204556394812438
40400,0.09201132600582271
40500,0.09195508137884302
40600,0.0919548455068866
40700,0.09200611258871783
40800,0.09200521347024095
40900,0.09195362987830005
41000,0.09190878295909405
41100,0.0919382830641199
41200,0.09199745816768712
41300,0.09194936636044967
41400,0.09187161296580737
41500,0.0919019862953263
41600,0.09187020937551864
41700,0.09177773944135784
41800,0.0918564745650961
41900,0.09183222006878794
42000,0.09177821840820993
42100,0.09178908235745294
42200,0.09184929643370258
42300,0.09183252769486573
42400,0.09177845337490854
42500,0.09177093503724336
42600,0.09176703177080654
42700,0.09174322180963732
42800,0.09170377651043773
42900,0.09166490600411337
43000,0.09172129253444324
43100,0.09172059754153039
43200,0.0917412713134671
43300,0.09171276380445732
43400,0.0916803330189892
43500,0.0917309603462175
43600,0.09160970524212848
43700,0.09163688738304171
43800,0.09167229878238657
43900,0.0916753463966042
44000,0.09165201657242915
44100,0.09161375722222408
44200,0.09157464807530384
44300,0.0916068420589952
44400,0.0916610027375894
44500,0.09155897778819912
44600,0.09157719432879131
44700,0.09153219240199946
44800,0.09151570097817062
44900,0.09151535054373612
45000,0.0915330822990261
45100,0.09153389131133866
45200,0.09147294982273058
45300,0.09150770455281212
45400,0.09140873656642041
45500,0.0914367414028279
45600,0.09148759388141119
45700,0.09144904097371212
45800,0.09142032022016533
45900,0.09134925075576279
46000,0.09143069599962367
46100,0.09142630147536403
46200,0.09139811482061631
46300,0.09141802477381863
46400,0.09135839255733555
46500,0.0914199256821208
46600,0.09138097285599016
46700,0.09147046322266297
46800,0.09132876221806548
46900,0.09134933133172139
47000,0.09137549021853683
47100,0.09132620291559872
47200,0.0913600939760183
47300,0.09137110099936815
47400,0.091299222637153
47500,0.09130727211234796
47600,0.09128113438513397
47700,0.09126913911292979
47800,0.09133127691718877
47900,0.09126467074157604
48000,0.09125163453466954
48100,0.09121763641069305
48200,0.09124146905695028
48300,0.09121396752152577
48400,0.09118538529006107
48500,0.09120063346143115
48600,0.0912266536696595
48700,0.09118129083349659
48800,0.09122368938388399
48900,0.09118838277243227
49000,0.09112178879398158
49100,0.09120176679417571
49200,0.09119255816558483
49300,0.09120301616999905
49400,0.09117237172190173
49500,0.09111793164338983
49600,0.09108642747940449
49700,0.09107212512203275
49800,0.09103339692729426
49900,0.09108065971580942
